mention_id,entity_name,entity_type,chunk_id,section_id,context_snippet
M00812,Acts,Work,1976-09-15_Dorothy_124,,self in favor of a machine. The Gnostic Acts (or Gospel?) of John: Christ as child.
M00813,Christopher,Person,1976-09-15_Dorothy_125,,ry multiplex 1) Health matters for me + Christopher. 2) Handling of the Xerox letter (ie vi
M00814,Nixon,Person,1976-09-15_Dorothy_125,,od did not just breach through + depose Nixon; he (God) was remastering a second of h
M00815,Pinky,Person,1976-09-15_Dorothy_125,,(I just realized this ) he/it mimicked pinky as it did me + inanimate causal [moasse
M00816,Christ,Person,1976-09-15_Dorothy_125,,"t angel. Not Holy Spirit. As the Cosmic Christ. 1)ie took over it, then, me, like Palm"
M00817,God,Person,1976-09-15_Dorothy_125,,"of the world equally, + a uniting with God What you have is a pulling of me out of"
M00818,Holy Spirit,Person,1976-09-15_Dorothy_125,,with me (regarding my peril). Angel or holy spirit or both. Angels guard you externally. T
M00819,Xenophanes,Person,1976-09-15_Dorothy_125,,"myself) as we truly were. Its more like Xenophanes Noos. World as ""moving dot"" image with"
M00820,Thomas,Person,1976-09-15_Dorothy_125,,"ntion but change - perhaps even retr o ""Thomas"" active change - shows up re the Xerox"
M00821,Zebra,Person,1976-09-15_Dorothy_125,,"+ Zebra has a little of that playful, mirthful,"
M00822,Sophia,Person,1976-09-15_Dorothy_125,,"d with anamnesis. Can it be the He (""St Sophia"") will not be born extrenal to us, but"
M00823,Logos,Person,1976-09-15_Dorothy_125,,"lance to Ubik, which I put forth as the Logos. It is sentience pervading a mechanical"
M00824,Palmer Eldritch,Person,1976-09-15_Dorothy_125,,"rist. 1)ie took over it, then, me, like Palmer Eldritch | That was a study of transubstantiatio"
M00825,UBIK,Work,1976-09-15_Dorothy_125,,". It bears a very strong resemblance to Ubik, which I put forth as the Logos. It is"
M00826,Ubik,Work,1976-09-15_Dorothy_125,,". It bears a very strong resemblance to Ubik, which I put forth as the Logos. It is"
M00827,Palmer Eldritch,Work,1976-09-15_Dorothy_125,,"rist. 1)ie took over it, then, me, like Palmer Eldritch | That was a study of transubstantiatio"
M00828,TEARS,Work,1976-09-15_Dorothy_125,,"the King come here (as in the dream in ""Tears"") or will he be born here, again, as be"
M00829,Acts,Work,1976-09-15_Dorothy_125,,"time begins. This, too, is the ""fix"" of acts that somehow (sic) showed up in ""Tears"""
M00830,Revelation,Work,1976-09-15_Dorothy_125,,"emergence (unveiling) of AD70 is not a revelation of all linear time, past present + futu"
M00831,Nixon,Person,1976-09-15_Dorothy_126,,"w is, maybe, my boldest surmise so far. Nixon never was (sic) an evil tyrant; he save"
M00832,Pinky,Person,1976-09-15_Dorothy_126,,nse is to restore to being in the now.) Pinky was Christ. The Aristotelian distinctio
M00833,Christ,Person,1976-09-15_Dorothy_126,,restore to being in the now.) Pinky was Christ. The Aristotelian distinction between a
M00834,God,Person,1976-09-15_Dorothy_126,,"aw I can never forget its meaning: that God exists, can intervene + does. Why he do"
M00835,Heraclitus,Person,1976-09-15_Dorothy_126,,"element"" unknown (c us but suspected by Heraclitus (""fire""), related to m lightning. As th"
M00836,Spinoza,Person,1976-09-15_Dorothy_126,,w (causal forces) the very thing Hume + Spinoza dimied. My conviction the nnot based on
M00837,Thomas,Person,1976-09-15_Dorothy_126,,programmed variable didn't pay off 3/74 Thomas track o 3-74. it PKD track B t The hist
M00838,Zebra,Person,1976-09-15_Dorothy_126,,"mo's Fire"" ""hologramatic"" quality I saw Zebra - i.e. the ability to cause us to eithe"
M00839,Sophia,Person,1976-09-15_Dorothy_126,,"t waiting in vain, as proved by the St. Sophia"" prophecy I heard. + the dream in ""Tear"
M00840,Tagomi,Person,1976-09-15_Dorothy_126,,"intri tates into that of ""MITHC"" after Tagomi, exactly like me gazes at a piece of se"
M00841,UBIK,Work,1976-09-15_Dorothy_126,,"se in others (as with the messages in ""Ubik"") its as if I suspected the true situat"
M00842,Ubik,Work,1976-09-15_Dorothy_126,,"se in others (as with the messages in ""Ubik"") its as if I suspected the true situat"
M00843,Androids,Work,1976-09-15_Dorothy_126,,". (Cf te rock-throwing of mercer in ""Do androids...""). Be neath appearance lies the is."
M00844,TEARS,Work,1976-09-15_Dorothy_126,,"t of concealing itself t So we turn to ""Tears"" to see what the ""nature our world whic"
M00845,Acts,Work,1976-09-15_Dorothy_126,,"an ele ment is not there, but it is (cf Acts). But only later did I discover that. T"
M00846,Nixon,Person,1976-09-15_Dorothy_127,,"gen ne 38 Xtian church threw (resar (as Nixon) out of offict, + hence did conquer Rom"
M00847,Christ,Person,1976-09-15_Dorothy_127,,This would be the Pauline cosmology of Christ assuming authoric over the angels (powe
M00848,God,Person,1976-09-15_Dorothy_127,,"terchange of c concluded in victory for God. Right - I said to KW last night ""there"
M00849,Spinoza,Person,1976-09-15_Dorothy_127,,"tion into the ""horizontal"" cau he flow. Spinoza + Hume could not even conceive it. to c"
M00850,Thomas,Person,1976-09-15_Dorothy_127,,raveler from 70 a o completely explains thomas. The PKD personality a memory-less mask
M00851,Zebra,Person,1976-09-15_Dorothy_127,,"lit of evidence points to ""them"" (e.g. Zebra) as time travelers (the 3 eyed people,"
M00852,Sophia,Person,1976-09-15_Dorothy_127,,"t waiting in vain, as proved by the St. Sophia"" prophecy I heard. + the dream in ""Tear"
M00853,Logos,Person,1976-09-15_Dorothy_127,,e vis-a-vis Ubik. Ubik is obviously the Logos of the stoa: the world te in terms of r
M00854,UBIK,Work,1976-09-15_Dorothy_127,,"ative ""Form axis"" which I he picted in ""Ubik"" presents the ultimate solution as to h"
M00855,Ubik,Work,1976-09-15_Dorothy_127,,"ative ""Form axis"" which I he picted in ""Ubik"" presents the ultimate solution as to h"
M00856,TEARS,Work,1976-09-15_Dorothy_127,,"ghtful king. The material from Acts in ""Tears"" proves that my 2-74/3-74 vision anamne"
M00857,Acts,Work,1976-09-15_Dorothy_127,,"y, the rightful king. The material from Acts in ""Tears"" proves that my 2-74/3-74 vis"
M00858,Revelation,Work,1976-09-15_Dorothy_127,,erhaps unique importance as vehicles of revelation. the interesting point that strikes me
M00859,God,Person,1976-09-15_Dorothy_128,,"ves him + aide thim man in other words, God is larger 3) 0-1 God) than man but cong"
M00860,Plato,Person,1976-09-15_Dorothy_128,,"e believed to be ""the first revision in Plato in 2000 years"" + which made ""Ubik"" ""one"
M00861,Zebra,Person,1976-09-15_Dorothy_128,,"nted to: I either perceived or intuited Zebra, + ultimately marveled at that - the ca"
M00862,Joe Chip,Person,1976-09-15_Dorothy_128,,"Ubik"" when the world reverted (to 1939) Joe Chip i his head, acquired appropriated ""reve"
M00863,UBIK,Work,1976-09-15_Dorothy_128,,"68 + irreality into actuality. but in ""Ubik"" it is reversed: the a world is already"
M00864,Ubik,Work,1976-09-15_Dorothy_128,,"68 + irreality into actuality. but in ""Ubik"" it is reversed: the a world is already"
M00865,TEARS,Work,1976-09-15_Dorothy_128,,"archetype t as temporal prototype. In ""Tears"" that world is set e the future. It is"
M00866,Acts,Work,1976-09-15_Dorothy_128,,"itous - hence the inclusion of parts of Acts, the most astounding retrieval y all ""T"
M00867,Revelation,Work,1976-09-15_Dorothy_128,,o deeper understanding (which is to say revelation or theophany) it has not been authentic
M00868,God,Person,1976-09-15_Dorothy_129,,ion of material from Acts revealed that God was arrayed with us + against our adver
M00869,Thomas,Person,1976-09-15_Dorothy_129,,"re we're deficient."" I think at once of Thomas' attitude toward spraycans + lead. My r"
M00870,UBIK,Work,1976-09-15_Dorothy_129,,"s a future. Now a relationship between ""Ubik"" + ""Tears is disclosed: ""Ubik"" gave the"
M00871,Ubik,Work,1976-09-15_Dorothy_129,,"s a future. Now a relationship between ""Ubik"" + ""Tears is disclosed: ""Ubik"" gave the"
M00872,TEARS,Work,1976-09-15_Dorothy_129,,"e. Now a relationship between ""Ubik"" + ""Tears is disclosed: ""Ubik"" gave the cosmologi"
M00873,Acts,Work,1976-09-15_Dorothy_129,,"itous - hence the inclusion of parts of Acts, the most astounding retrieval y all ""T"
M00874,Revelation,Work,1976-09-15_Dorothy_129,,"something to do with mexico. having The revelation about ""them making lower-level responsi"
M00875,Nixon,Person,1976-09-15_Dorothy_13,,of the intervention which not only got Nixon out but ended the War). The black iron
M00876,Christ,Person,1976-09-15_Dorothy_13,,"g. This is the main thing we lost which Christ restores. It is our rightful home, our"
M00877,God,Person,1976-09-15_Dorothy_13,,"system are restored, the man sees God + can be with God wGod's Kingdom - whic"
M00878,Sophia,Person,1976-09-15_Dorothy_13,,ere from a future kind tme in which St. Sophia has come back + transformed man (3 The
M00879,Logos,Person,1976-09-15_Dorothy_13,,perception I had of the activity of the Logos working back‐ ward from the end to dire
M00880,Pinky,Person,1976-09-15_Dorothy_130,,"f original me - a miracle - likewise on Pinky + on objects their causal processes, pr"
M00881,Christ,Person,1976-09-15_Dorothy_130,,"ronic surge directed at me. Ho - it was Christ. I shared in his death + humiliation, +"
M00882,God,Person,1976-09-15_Dorothy_130,,"99 not in relation to us but vis-a-vis God. As I have said before, to see (underst"
M00883,Plato,Person,1976-09-15_Dorothy_130,,"ntervene again o a point which bothered Plato). Clearly, like Anaxagores I see noos a"
M00884,Empedocles,Person,1976-09-15_Dorothy_130,,"ion, + so I shared in his resurrection: Empedocles specifically calls his dialectic attra"
M00885,Augustine,Person,1976-09-15_Dorothy_130,,orld is a projected mixture of both. St Augustine said that at the end times the 2 worlds
M00886,Aphrodite,Person,1976-09-15_Dorothy_130,,lectic attra #18 force love by the name aphrodite ts I . 1 Here's a thought. Premise: Chr
M00887,Thomas,Person,1976-09-15_Dorothy_130,,""" dream. âž€ But the superimposed mind ""Thomas"" never presented n pro-soviet stance; h"
M00888,Zebra,Person,1976-09-15_Dorothy_130,,w get interfered with + by what Perhaps Zebra is a hologram-like projection (treating
M00889,Sophia,Person,1976-09-15_Dorothy_130,,ot all this clearly anticipating of St. Sophia's return? So my writing (ratified by my
M00890,UBIK,Work,1976-09-15_Dorothy_130,,"cting unknowingly, I was presenting the Ubik type messages in my novels + stories, m"
M00891,Ubik,Work,1976-09-15_Dorothy_130,,"cting unknowingly, I was presenting the Ubik type messages in my novels + stories, m"
M00892,DEUS IRAE,Work,1976-09-15_Dorothy_130,,"up the unfinished novels (""Scanner"" + ""Deus Irae"") + reture, my work done. to bolster th"
M00893,Deus Irae,Work,1976-09-15_Dorothy_130,,"up the unfinished novels (""Scanner"" + ""Deus Irae"") + reture, my work done. to bolster th"
M00894,Timaeus,Work,1976-09-15_Dorothy_130,,"g of lower level decisions as Plato in ""Timaeus"" believed in + anana goras did not. But"
M00895,Revelation,Work,1976-09-15_Dorothy_130,,"something to do with mexico. having The revelation about ""them making lower-level responsi"
M00896,Christ,Person,1976-09-15_Dorothy_131,,rom - is dependent on this interaction. Christ could be said to be Form I taking on Fo
M00897,God,Person,1976-09-15_Dorothy_131,,". Hyperuniverse I: Freedom, supralunar, God's great Hyperuniverse II: slavery, subl"
M00898,Parmenides,Person,1976-09-15_Dorothy_131,,dying are all Form II ingredients - but Parmenides condenses true being to Form II. In som
M00899,Calvin,Person,1976-09-15_Dorothy_131,,he kind of psychological deformity that Calvin speaks of. Then this points to the Gnos
M00900,Augustine,Person,1976-09-15_Dorothy_131,,orld is a projected mixture of both. St Augustine said that at the end times the 2 worlds
M00901,Mani,Person,1976-09-15_Dorothy_131,,"n, without any positive qualities.. the Mani + Gnosis view of the world is really a"
M00902,Thomas,Person,1976-09-15_Dorothy_131,,"as part of I. Is this the eternal life ""Thomas"" entered? He did not die - at least not"
M00903,Zebra,Person,1976-09-15_Dorothy_131,,the St. Elmo's fire like outline. [(inc zebra?] I was seeing hyperuniverse I pulled a
M00904,VALIS,Person,1976-09-15_Dorothy_131,,"II. -- Now to go back to the matter of Valis disclosing itself, which is rare [(old"
M00905,UBIK,Work,1976-09-15_Dorothy_131,,"ent (irreal) nature of our world. + in ""Ubik"" I depict form I (ZEBRA) bestowing life"
M00906,Ubik,Work,1976-09-15_Dorothy_131,,"ent (irreal) nature of our world. + in ""Ubik"" I depict form I (ZEBRA) bestowing life"
M00907,VALIS,Work,1976-09-15_Dorothy_131,,"II. -- Now to go back to the matter of Valis disclosing itself, which is rare [(old"
M00908,Valis,Work,1976-09-15_Dorothy_131,,"II. -- Now to go back to the matter of Valis disclosing itself, which is rare [(old"
M00909,EXEGESIS,Work,1976-09-15_Dorothy_131,,: I can re-examine & reinterpret all my exegesis of the mimicry in terms of our universe
M00910,Timaeus,Work,1976-09-15_Dorothy_131,,"cal, as in Zoroastrianism or Xtianity. (Timaeus would fit it, as a quasi-dualism: Noüs"
M00911,Acts,Work,1976-09-15_Dorothy_131,,"stral powers, script, DNA robots etc. I acts to rescue the believer from II. (As I s"
M00912,Christ,Person,1976-09-15_Dorothy_132,,"ver us entirely + free us. This is what Christ proved, one can live eternally with God"
M00913,God,Person,1976-09-15_Dorothy_132,,"ist proved, one can live eternally with God in Form I. Now let us consider ""Sacred"
M00914,Parmenides,Person,1976-09-15_Dorothy_132,,'s (II's) psyche died or was slain? But Parmenides had already called attention to the irr
M00915,Empedocles,Person,1976-09-15_Dorothy_132,,"onflict between the 2 signal forces (of Empedocles), with II striving to enslave (as witne"
M00916,Aphrodite,Person,1976-09-15_Dorothy_132,,II is made. It is eros (represented by Aphrodite) vs Thanatos. The BIP world (II) hasn't
M00917,Mani,Person,1976-09-15_Dorothy_132,,"by ""world"" the BIP which the Gnostics + Mani thought comprises the total world. But"
M00918,Thomas,Person,1976-09-15_Dorothy_132,,"s individual psyche to one of us (e.g. ""Thomas""). This ""remote control"" adventitious p"
M00919,Zebra,Person,1976-09-15_Dorothy_132,,": the projection of Form I which I call ZEBRA is alive, is here, + imparts life to ou"
M00920,VALIS,Person,1976-09-15_Dorothy_132,,a c. 70 AD because in the first Advent VALIS dealt it a death blow➀ so that neither
M00921,UBIK,Work,1976-09-15_Dorothy_132,,"ent (irreal) nature of our world. + in ""Ubik"" I depict form I (ZEBRA) bestowing life"
M00922,Ubik,Work,1976-09-15_Dorothy_132,,"ent (irreal) nature of our world. + in ""Ubik"" I depict form I (ZEBRA) bestowing life"
M00923,VALIS,Work,1976-09-15_Dorothy_132,,a c. 70 AD because in the first Advent VALIS dealt it a death blow➀ so that neither
M00924,Valis,Work,1976-09-15_Dorothy_132,,a c. 70 AD because in the first Advent VALIS dealt it a death blow➀ so that neither
M00925,TEARS,Work,1976-09-15_Dorothy_132,,"consists only of Form II (decay) + in ""Tears"" the actual hyperuniverse II is the loc"
M00926,Acts,Work,1976-09-15_Dorothy_132,,"+ the new earth. In its mimicky, ZEBRA acts as quasi-replacement psyche (set) to II"
M00927,Jesus,Person,1976-09-15_Dorothy_133,,"y God"" of Prov 8 + ""Wisdom of Solomon."" Jesus was a disguise he took now she is every"
M00928,Christ,Person,1976-09-15_Dorothy_133,,"mming"" or ""script"" or ""instinct"") which Christ (ZEBRA) frees you from - does this prog"
M00929,God,Person,1976-09-15_Dorothy_133,,"l of the Temple (at Massada); thereupon God slew hyperuniverse II, + it has transmi"
M00930,Holy Spirit,Person,1976-09-15_Dorothy_133,,"n to equating ZEBRA with the Paraclete (Holy Spirit) is that the Holy Spirit is indwelling,"
M00931,Parmenides,Person,1976-09-15_Dorothy_133,,"ne thing I should never forget, though: Parmenides said that despite all opinion (seeming"
M00932,Empedocles,Person,1976-09-15_Dorothy_133,,"onflict between the 2 signal forces (of Empedocles), with II striving to enslave (as witne"
M00933,Mani,Person,1976-09-15_Dorothy_133,,is half good. So much for Gnosticism + Mani. I have a secret conviction that Zebra
M00934,Zebra,Person,1976-09-15_Dorothy_133,,herefore we could walk + talk with God (ZEBRA) because his form would be set vs groun
M00935,Sophia,Person,1976-09-15_Dorothy_133,,"an. I have but one name given me: Hagia Sophia. It seems to be female. In my ""2 source"
M00936,Timaeus,Work,1976-09-15_Dorothy_133,,"that a cosmogony / cosmology (such as ""Timaeus""); this is a new religion (for this rea"
M00937,Revelation,Work,1976-09-15_Dorothy_133,,"y ""diploid sac"" model) been informed by revelation? Something went wrong (obviously) at a"
M00938,Jesus,Person,1976-09-15_Dorothy_134,,yet this fits in with the kind of life Jesus led + the ragged folk he associated wit
M00939,Christ,Person,1976-09-15_Dorothy_134,,"ception of Teilhard de Chardin's Cosmic Christ, (point omega), of course, it fits my a"
M00940,God,Person,1976-09-15_Dorothy_134,,servant + the master (man) the master (God). [Diagram] (A) man unaware of ZEBRA +
M00941,Zebra,Person,1976-09-15_Dorothy_134,,a human's life when he is ready for 1) ZEBRA to disclose itself to him + 2) when ZEB
M00942,Palmer Eldritch,Person,1976-09-15_Dorothy_134,,"ce-to-face, like Leo Bolero confronting Palmer Eldritch the Lord of the enslaving delusional wo"
M00943,UBIK,Work,1976-09-15_Dorothy_134,,"orted us not to do. (v. ""Maze""). As in ""Ubik"" the sacred power speaks to us in unexp"
M00944,Ubik,Work,1976-09-15_Dorothy_134,,"orted us not to do. (v. ""Maze""). As in ""Ubik"" the sacred power speaks to us in unexp"
M00945,Palmer Eldritch,Work,1976-09-15_Dorothy_134,,"ce-to-face, like Leo Bolero confronting Palmer Eldritch the Lord of the enslaving delusional wo"
M00946,TEARS,Work,1976-09-15_Dorothy_134,,"s to the steganographic information in ""Tears."" The cat is out of the bag; it is real"
M00947,Bible,Work,1976-09-15_Dorothy_134,,hing new is said (i.e that isn't in the Bible) - but the impression is conveyed that
M00948,Acts,Work,1976-09-15_Dorothy_134,,50 to 70 AD - i.e. the space - time of Acts. Nothing new is said (i.e that isn't in
M00949,Christ,Person,1976-09-15_Dorothy_135,,"th sides of the grave, united in ZEBRA (Christ) of which Jim was/is a part + inc [..]"
M00950,God,Person,1976-09-15_Dorothy_135,,"[true] divine. This is not transcendent God (althought he, as ➀, exists there, too,"
M00951,Holy Spirit,Person,1976-09-15_Dorothy_135,,"arly Xtians, possessed by Christ as the Holy Spirit, is supratemporal - it (+ they) always"
M00952,Parmenides,Person,1976-09-15_Dorothy_135,,"ure of that which be balked against (cf Parmenides, vis-a-vis the reality of Form II). But"
M00953,Jim Pike,Person,1976-09-15_Dorothy_135,,"airvent indicates not. It may have been Jim Pike's psyche, a divine possession, like Eli"
M00954,Thomas,Person,1976-09-15_Dorothy_135,,"come another, different I, (whom I call Thomas). This is a mystery + a miracle. [If] T"
M00955,Zebra,Person,1976-09-15_Dorothy_135,,"ture of the frozen image + how the God (ZEBRA) has come here. As in ""Fidelio"" it knoc"
M00956,Palmer Eldritch,Person,1976-09-15_Dorothy_135,,"ce-to-face, like Leo Bolero confronting Palmer Eldritch the Lord of the enslaving delusional wo"
M00957,UBIK,Work,1976-09-15_Dorothy_135,,"of ""Tears"" exactly the way UBIK breaks through ""from the other side"" in"
M00958,Ubik,Work,1976-09-15_Dorothy_135,,"of ""Tears"" exactly the way UBIK breaks through ""from the other side"" in"
M00959,Palmer Eldritch,Work,1976-09-15_Dorothy_135,,"ce-to-face, like Leo Bolero confronting Palmer Eldritch the Lord of the enslaving delusional wo"
M00960,TEARS,Work,1976-09-15_Dorothy_135,,"of ""Tears"" exactly the way UBIK breaks through ""f"
M00961,Acts,Work,1976-09-15_Dorothy_135,,"nd (choice). Once we rebel, + balk, God acts to shatter the [enslaving] hold the art"
M00962,Revelation,Work,1976-09-15_Dorothy_135,,he artifact by the urgrund. ----------- Revelation: the bypassing of the artifact (which t
M00963,Tessa,Person,1976-09-15_Dorothy_136,,"y writings + (e.g.) why I knew I'd meet Tessa, ""Tears"" faked someone or some group ou"
M00964,Doris,Person,1976-09-15_Dorothy_136,,". It is God (or Christ). The book which Doris has on the Gospel of John: ""they will n"
M00965,Jesus,Person,1976-09-15_Dorothy_136,,is would adequately account for the way Jesus appeared at the First Advent. But the S
M00966,Christ,Person,1976-09-15_Dorothy_136,,"fight by the early Xtians, possessed by Christ as the Holy Spirit, is supratemporal -"
M00967,God,Person,1976-09-15_Dorothy_136,,plate Frozen (uncharging) but so is the God-possessed opposition to it - maybe not
M00968,Holy Spirit,Person,1976-09-15_Dorothy_136,,"arly Xtians, possessed by Christ as the Holy Spirit, is supratemporal - it (+ they) always"
M00969,Plato,Person,1976-09-15_Dorothy_136,,"With each encounter adding less + less. Plato's theory of forms or archetypes, is inv"
M00970,Parmenides,Person,1976-09-15_Dorothy_136,,"ntic (Good, Form I), + thus agrees with Parmenides. To repeat: Form I, which represents no"
M00971,Mani,Person,1976-09-15_Dorothy_136,,ity (world); this is YHWH. This is what Mani + the Gnostics correctly saw 1) about t
M00972,Thomas,Person,1976-09-15_Dorothy_136,,"r, although I suppose it was written by Thomas. The fight by the early Xtians, possess"
M00973,Zebra,Person,1976-09-15_Dorothy_136,,"artifact dead or counterfeit, + Form I (ZEBRA) the authentic (Good, Form I), + thus a"
M00974,Sophia,Person,1976-09-15_Dorothy_136,,"epresents not only God or Christ or St. Sophia, is found at the outskirts or trash or"
M00975,UBIK,Work,1976-09-15_Dorothy_136,,"the sense of ""within"" as put forth in ""Ubik"" - so much so that it taps the original"
M00976,Ubik,Work,1976-09-15_Dorothy_136,,"the sense of ""within"" as put forth in ""Ubik"" - so much so that it taps the original"
M00977,TEARS,Work,1976-09-15_Dorothy_136,,"know the message (meaning) of ""Tears"" nor whom it was for, although I suppos"
M00978,Revelation,Work,1976-09-15_Dorothy_136,,it from our perception. The true great revelation (Gnosis) is precisely this: that ZEBRA
M00979,Gospel of John,Work,1976-09-15_Dorothy_136,,"hrist). The book which Doris has on the Gospel of John: ""they will no longer see Christ extern"
M00980,Jesus,Person,1976-09-15_Dorothy_137,,"n outcome of?) the First Advent - since Jesus said, ""I have conquered the world."" Thi"
M00981,Christ,Person,1976-09-15_Dorothy_137,,"lors, the Redeemer, the Paraclete - + - Christ. I am convinced that Form I (ZEBRA, the"
M00982,God,Person,1976-09-15_Dorothy_137,,"th coercive power, etc) worship a false god, as well as the wrong God. It isn't eve"
M00983,Holy Spirit,Person,1976-09-15_Dorothy_137,,"rground exists, + is coordinated by the Holy Spirit itself. There need be no human - to - h"
M00984,Thomas,Person,1976-09-15_Dorothy_137,,"around 70 AD - which dovetails with my ""Thomas"" memories. Then we are in hell, until o"
M00985,Zebra,Person,1976-09-15_Dorothy_137,,"e artifact. + I have seen our champion, ZEBRA: Yaltabaoth huge in the sky like an iro"
M00986,Frank Frink,Person,1976-09-15_Dorothy_137,,"rox Letter, despite the fact that, like Frank Frink + his unexplained release. I will never"
M00987,UBIK,Work,1976-09-15_Dorothy_137,,"Our universe is exactly as depicted in ""Ubik"" with UBIK as Form I, + the decaying wo"
M00988,Ubik,Work,1976-09-15_Dorothy_137,,"Our universe is exactly as depicted in ""Ubik"" with UBIK as Form I, + the decaying wo"
M00989,TEARS,Work,1976-09-15_Dorothy_137,,"+ place of the stegenographic world of ""Tears;"" which had just been released - a book"
M00990,Acts,Work,1976-09-15_Dorothy_137,,knowingly write about the space time of Acts; + 2) see that space-time - it all dove
M00991,Revelation,Work,1976-09-15_Dorothy_137,,act turned (posing as) yang. ---------- Revelation: the successful slaying of the artifact
M00992,Nixon,Person,1976-09-15_Dorothy_138,,"the hologram (e.g. Rome, Nazi Germany, Nixon, the USSR, etc). These appear to be dif"
M00993,Christ,Person,1976-09-15_Dorothy_138,,"G? Is it brought into the BIP B, ZEBRA (Christ)? So not just the urgrund penetrating +"
M00994,God,Person,1976-09-15_Dorothy_138,,"a"" portrays the arrogant one, the Blind God (as the Artifact), which supposes itsel"
M00995,Zebra,Person,1976-09-15_Dorothy_138,,"the PTG? Is it brought into the BIP B, ZEBRA (Christ)? So not just the urgrund penet"
M00996,VALIS,Person,1976-09-15_Dorothy_138,,"lds are shown: counterfiet worlds when ""Valis"" is finished, the mimicking salvific or"
M00997,Sophia,Person,1976-09-15_Dorothy_138,,"ce of all Artifact -- creation (son) of Sophia, urgrund's yin side which should not cr"
M00998,Logos,Person,1976-09-15_Dorothy_138,,"he end discloses its true nature as the Logos. - ""Tears"" depicts the Black Iron Priso"
M00999,Palmer Eldritch,Person,1976-09-15_Dorothy_138,,"lf, like a cancer. ➀ Nevsky, Star Wars, Palmer Eldritch - the slotted eyes the visage of iron I"
M01000,Tagomi,Person,1976-09-15_Dorothy_138,,"o is converted - baptized) - In ""MITHC"" Tagomi, like Buckman, manages to escape the BI"
M01001,UBIK,Work,1976-09-15_Dorothy_138,,"lpful + edifying messages to us, as in ""Ubik,"" either through the hologram (from beh"
M01002,Ubik,Work,1976-09-15_Dorothy_138,,"lpful + edifying messages to us, as in ""Ubik,"" either through the hologram (from beh"
M01003,VALIS,Work,1976-09-15_Dorothy_138,,"lds are shown: counterfiet worlds when ""Valis"" is finished, the mimicking salvific or"
M01004,Valis,Work,1976-09-15_Dorothy_138,,"lds are shown: counterfiet worlds when ""Valis"" is finished, the mimicking salvific or"
M01005,Palmer Eldritch,Work,1976-09-15_Dorothy_138,,"lf, like a cancer. ➀ Nevsky, Star Wars, Palmer Eldritch - the slotted eyes the visage of iron I"
M01006,TEARS,Work,1976-09-15_Dorothy_138,,"- induced anamnesis. Here, once more, ""Tears"" factors. To both the true secret Xtian"
M01007,Acts,Work,1976-09-15_Dorothy_138,,nity -an exact reversal of the scene in Acts where it is the black man who is conver
M01008,Revelation,Work,1976-09-15_Dorothy_138,,"s, he has shown them. Alas, the initial revelation is of the BIP + its vast powers, its th"
M01009,Nixon,Person,1976-09-15_Dorothy_139,,y on my part that Christ tore apart the Nixon tyranny; I was allowed to literally see
M01010,Christ,Person,1976-09-15_Dorothy_139,,BIP's resurrection is like a parody of Christ's; both appear immortal. The miracle wh
M01011,God,Person,1976-09-15_Dorothy_139,,upon what he was + I was - I am judged. God repeated temporal contemporality. He ca
M01012,Plato,Person,1976-09-15_Dorothy_139,,ies would be due to Thomas having died; Plato discusses the ultra terrestrial knowled
M01013,Spinoza,Person,1976-09-15_Dorothy_139,,"t find an answer to this g or go crazy. Spinoza, reasoning from monotheism, prove that"
M01014,Thomas,Person,1976-09-15_Dorothy_139,,"prior personality which took over, not Thomas, but from Thomas (i.e. in place of Thom"
M01015,Zebra,Person,1976-09-15_Dorothy_139,,inner most citadel - which explains why ZEBRA melted away after August 1974 (again: i
M01016,Sophia,Person,1976-09-15_Dorothy_139,,"end-times. This dovetails with the ""St Sophia"" prophecy. The original (earliest) Xtia"
M01017,UBIK,Work,1976-09-15_Dorothy_139,,"+ I extended back (down inside, as in ""Ubik"") across 1000s of years! I was fighting"
M01018,Ubik,Work,1976-09-15_Dorothy_139,,"+ I extended back (down inside, as in ""Ubik"") across 1000s of years! I was fighting"
M01019,TEARS,Work,1976-09-15_Dorothy_139,,"n my twin-pronged Acts material (it in ""Tears"" + as seen visually, literally, externa"
M01020,Acts,Work,1976-09-15_Dorothy_139,,"etation could be put on my twin-pronged Acts material (it in ""Tears"" + as seen visua"
M01021,Revelation,Work,1976-09-15_Dorothy_139,,"ly solving the reality ripple. The 3-74 revelation was confirmation. ---------- v. ""Myth +"
M01022,Jesus,Person,1976-09-15_Dorothy_14,,"it: this can happen through the savior, Jesus Christ, who came here from our homeland"
M01023,Christ,Person,1976-09-15_Dorothy_14,,"+ we ddegerated. This is the same place Christ later came from. STIs -our parent race,"
M01024,God,Person,1976-09-15_Dorothy_14,,"rist to us, + are tutulary 3) they have God-like natural powers - are quite evolved"
M01025,Augustine,Person,1976-09-15_Dorothy_14,,"against the Palm Tree World, perhaps in Augustine's sense of the City of God vs the city"
M01026,Sophia,Person,1976-09-15_Dorothy_14,,"o that status - which explains the ""St. Sophia"" prophecy + the coming Kingdom, that al"
M01027,UBIK,Work,1976-09-15_Dorothy_14,,"probably limited to later books such as Ubik, mage, tears. Frolix). (Well, maybe ear"
M01028,Ubik,Work,1976-09-15_Dorothy_14,,"probably limited to later books such as Ubik, mage, tears. Frolix). (Well, maybe ear"
